batchID,lotID,profileID,roastDate,quantityProducedKg,notes
RB0138,BL0142,RP185,2024-11-24,127.8,"Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha). With its elegantly elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha var…"
RB0139,BL0129,RP127,2024-06-28,68.9,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is…"
RB0140,BL0009,RP187,2024-02-08,160.2,"Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha). With its elegantly elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha var…"
RB0141,BL0117,RP120,2024-11-09,203.6,Toarco (TOraja ARabica COffee) is a coffee project in the famous Sulawesi coffee growing region of Toraja developed and financed by Japan’s Key Coffee Company and its Indonesian partners. Toarco coff…
RB0142,BL0031,RP109,2025-02-24,49.7,"This exceptional coffee was selected as the No. 23 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Burundi is a small, landlocked country in Central Africa. Most coffee is grown in the…"
RB0143,BL0165,RP154,2024-08-02,66.9,"A blend of coffees from Ethiopia and Indonesia. Roaster Yu Chih Hao is co-founder of Fumi Coffee, a new roaster in Hsinchu, Taiwan specializing in specialty coffee and homemade desserts. Visit https:…"
RB0144,BL0173,RP157,2025-09-07,51.4,"This coffee tied for the second-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. As a green coffee, it also took seventh place in the 2017 Cup of Excell…"
RB0145,BL0124,RP095,2025-11-03,80.4,"This coffee tied for the second-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Produced by the children of Nagipe Viana Klem, founder of Fazenda Klem,…"
RB0146,BL0153,RP101,2024-10-23,127.0,This coffee tied for the second-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Produced by Nelson Ribeiro and Luca Allegro from trees of the respected…
RB0147,BL0078,RP057,2025-07-11,176.4,This exceptional coffee was selected as the No. 26 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. From the Tumba washing station or wet mill operated by Venustre Mugraneza. Produced fr…
RB0148,BL0171,RP123,2025-09-06,49.2,"Produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. Coffees like this one from the northern part of the Indonesian island of…"
RB0149,BL0105,RP154,2025-03-10,108.2,"Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and…"
RB0150,BL0086,RP090,2025-05-06,107.6,"From Cenfrocafe Cooperative in northern Peru. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. V…"
RB0151,BL0120,RP039,2024-05-30,247.7,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is…"
RB0152,BL0023,RP077,2024-02-08,107.6,"An espresso blend comprised of coffees from Ethiopia, Rwanda and Peru. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality co…"
RB0153,BL0199,RP168,2024-05-05,31.5,"This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverag…"
RB0154,BL0107,RP048,2025-02-13,179.8,"Produced from trees of the rare Ethiopia-derived botanical variety, Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to dis…"
RB0155,BL0154,RP059,2025-05-07,203.3,"Produced from trees of the rare Ethiopia-derived botanical variety Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to dist…"
RB0156,BL0134,RP061,2024-07-26,190.6,This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Southern Ethiopia coffees like this one are produced from distinc…
RB0157,BL0069,RP036,2025-12-16,27.1,"This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Produced from trees of the Caturra, Catuai and CR 95 varieties of…"
RB0158,BL0031,RP135,2024-01-12,182.3,This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. This coffee tied for the second-highest rating in a cupping of coffees roasted by wome…
RB0159,BL0032,RP102,2024-11-22,133.6,"Produced entirely from trees of the Red Bourbon variety of Arabica and grown on Hula Daddy’s higher farm at 2,500 feet. This presentation is named for co-owner Karen Paterson, whose middle name is Ju…"
RB0160,BL0032,RP093,2025-03-16,153.1,This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces…
RB0161,BL0052,RP132,2025-07-28,227.6,This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Ka’u is a newly emerged Hawaii coffee-growing district centered a…
RB0162,BL0113,RP187,2024-10-09,48.6,This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Southern Ethiopia coffees like this one are produced from traditi…
RB0163,BL0117,RP096,2025-09-28,145.8,This exceptional coffee was selected as the No. 11 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. This coffee earned the second-highest rating in a cupping of coffees from the Great La…
RB0164,BL0142,RP037,2024-12-12,113.3,This coffee tied for the third-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced entirely of the Bourbon variety of A…
RB0165,BL0162,RP056,2024-12-07,215.8,"This is not an artificially flavored coffee. The blend name, Signature Hazelnut Dark Chocolate, refers to natural aroma and flavor notes that the blend aims to evoke. Creation Food Co. is a food serv…"
RB0166,BL0158,RP119,2025-08-07,69.1,"This is not an artificially flavored coffee. The blend name, Signature Floral Orange, refers to natural aroma and flavor notes that the blend aims to evoke. Creation Food Co. is a food service compan…"
RB0167,BL0076,RP164,2024-04-04,162.8,Produced entirely from trees of the bold-beaned Pacamara variety of Arabica by Jose Armando Portillo at Finca El Conrrodal. Conscious Cup Coffee Roasters is an independent and family-owned and operat…
RB0168,BL0025,RP148,2025-11-16,180.5,"Produced entirely of the heirloom Bourbon variety of Arabica and processed at the Gomba Washing Station, which works with 2831 registered farmers. JBC Coffee Roasters’ vision is simple: “let the coff…"
RB0169,BL0171,RP189,2024-06-09,220.4,"A blend of natural-processed Ethiopia Hambela and pulped natural Brazil coffees. Modern Times is a well-loved, exuberantly inventive Point Loma, San Diego brewery that has long specialized in coffee-…"
RB0170,BL0167,RP150,2025-04-09,113.5,"Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Green Stone Coffee is a woman-owned artisa…"
RB0171,BL0105,RP157,2025-03-30,161.7,"Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Direct Coffee, founded in 2005, is a roast…"
RB0172,BL0055,RP005,2024-03-10,149.6,"Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha) by Pablo Guerrero. With its generally elongated beans and distinctive floral and crisp, often chocolaty…"
RB0173,BL0101,RP057,2025-03-19,26.7,"Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and…"
RB0174,BL0190,RP178,2024-01-28,64.1,"Produced by Hipolito Vincente Enrique at Finca Mirador entirely from trees of the Castillo variety of Arabica. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in…"
RB0175,BL0152,RP067,2024-12-01,23.3,"Produced from trees of the admired SL-28 and SL-34 varieties of Arabica. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya co…"
RB0176,BL0037,RP132,2025-01-12,130.6,This coffee tied for the third-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Produced entirely from trees of the Yellow Bourbon variety of Arabica by…
RB0177,BL0167,RP003,2024-06-23,164.7,This coffee tied for the third-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Produced on Fazenda Santa Tereza by Isley de Alancar Jr. with assistance…
RB0178,BL0001,RP149,2025-04-07,200.8,This coffee tied for the third-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. It was produced from trees of the respected Mundo Novo and Red Catuai va…
RB0179,BL0104,RP030,2024-12-17,76.9,This coffee tied for the fourth-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. The large and technically advanced Ipanema farms are well-situated in t…
RB0180,BL0170,RP082,2024-08-17,180.7,"This coffee tied for the highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Produced by Luis Carlos Gomes of São Bento farm, a medium-sized farm in the Su…"
RB0181,BL0056,RP131,2025-05-14,244.7,This coffee tied for the highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Processed by the pulped natural method (called the “honey” method in Central A…
RB0182,BL0040,RP151,2025-03-09,116.9,This coffee tied for the second-highest rating in a cupping of coffees from Brazil for Coffee Review’s May 2018 tasting report. Processed by the pulped natural (the Brazilian term) or honey (the Cent…
RB0183,BL0110,RP162,2024-07-05,208.0,Coffees like this one from the celebrated Yirgacheffe region are largely produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “nat…
RB0184,BL0129,RP177,2025-02-02,234.5,"The Curve Coffee Roasting Co. holds classes authorized by the Specialty Coffee Association, as well as roasting and selling around 30 specialty coffees, including rare Taiwan origins. Visit www.thecu…"
RB0185,BL0193,RP083,2024-10-22,161.1,"The Gakui wet mill is part of the Gakundu Farmers Cooperative Society, which consists of four wet mills in total. Produced from trees of the admired heirloom SL28 and SL34 varieties of Arabica, as we…"
RB0186,BL0059,RP100,2025-02-01,77.7,"Coffees like this one from the celebrated Yirgacheffe region are largely produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” coffee,…"
RB0187,BL0163,RP131,2025-08-04,199.7,Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and dry…
RB0188,BL0029,RP041,2024-09-04,136.7,"Evaluated as espresso. Floral-toned, deeply sweet. Lilac, toffee, black cherry, cedar, orange zest in aroma and small cup. Crisp, satiny mouthfeel; gently drying finish carried by notes of toffee and…"
RB0189,BL0129,RP077,2025-02-14,168.3,This coffee tied for the fourth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced by Ben and Christy Carlson of Long…
RB0190,BL0141,RP184,2025-01-02,237.7,This coffee tied for the fourth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced entirely of the heirloom Bourbon va…
RB0191,BL0174,RP198,2025-11-01,48.6,"This coffee tied for the fourth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Processed by the honey method, which means t…"
RB0192,BL0139,RP103,2025-01-13,143.0,This coffee tied for the fifth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced entirely from trees of the Bourbon v…
RB0193,BL0060,RP152,2024-04-12,137.5,This coffee tied for the fifth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced entirely of the Bourbon variety of A…
RB0194,BL0082,RP091,2024-02-24,59.0,"This coffee tied for the fifth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced from the SL14, SL28 and Bugisu local…"
RB0195,BL0109,RP034,2024-12-31,192.7,This coffee tied for the third-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced by Ben and Christy Carlson of Long M…
RB0196,BL0163,RP051,2024-11-30,131.8,This coffee tied for the third-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Benefiting from ideal growing conditions and…
RB0197,BL0095,RP045,2024-10-31,25.2,This coffee tied for the fourth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced by Ben and Christy Carlson of Long…
RB0198,BL0187,RP084,2024-04-02,197.6,This coffee tied for the fourth-highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced by Ben and Christy Carlson of Long…
RB0199,BL0082,RP191,2025-02-27,151.1,This coffee earned the highest rating in a cupping of coffees from the Great Lakes region of Africa for Coffee Review’s June 2018 tasting report. Produced from the admired Bourbon and Kent varieties…
RB0200,BL0146,RP200,2024-10-02,194.9,"Produced by Ben and Christy Carlson of Long Miles Coffee Project in Burundi, and processed by the red honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allo…"
