productID,productName,productType,description,pricePerKg
1033,DR Congo Virunga Organic,Medium-Light,"Deeply sweet-savory, uniquely pungent. Ripe tomato, pink peppercorn, lantana-like flowers, blood orange zest, fresh pipe tobacco in aroma and cup. Savory-leaning, richly sweet in structure; plush and syrupy in mouthfeel. The finish is equal parts sweet and savory. Notes of citrus zest and lantana linger in the short and rich pipe tobacco in the long, while ripe tomato resonates throughout. This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced entirely from trees of the Bourbon variety of Arabica by small-holding farmers around Virunga Coffee, which began collaborating with local cooperatives in 2011 to improve the quality of coffee production in this emerging growing region in the far east of the Democratic Republic of the Congo, across Lake Kivu from Rwanda. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Speckled Ax is a roaster based in Portland, Maine, specializing in high-quality certified organic and small-lot coffees. The company roasts in a vintage wood-fired Petroncini roaster with the goal of highlighting each coffee’s best attributes. Visit www.speckledax.com for more information. An exciting coffee from a newly emerging eastern Congo growing region: savory-edged, richly sweet, invitingly pungent.",50.00
1034,Holiday Blend,Light,"Crisply sweet-tart, high-toned. Lemon verbena, cedar, pomegranate, lavender, maple syrup in aroma and cup. Sweetly tart in structure with bright, juicy acidity. The finish is deep and rich, with sweet, lemony herb tones, tart fruit notes, and hints of aromatic wood. This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. A blend of two Ethiopia coffees (a wet-processed Banko Gotiti and a natural-processed Yirgacheffe Aricha), a honey-processed Costa Rica and a wet-processed Panama Elida Chiriqui. Roaster Yu Chih Hao is co-founder of Fumi Coffee, a new roaster in Hsinchu, Taiwan specializing in specialty coffee and homemade desserts. Visit https://m.facebook.com/fumicafe035586631/ for more information. A lovely blend of four exceptional coffees that nets a crisp, very sweet, pleasingly herb-toned cup.",97.00
1035,Kenya Thaitu,Medium-Light,"Intensely sweet, intricately rich. Pink grapefruit zest, blackberry, fresh pipe tobacco, lavender, baker’s chocolate in aroma and cup. Balanced, sweet-savory structure; crisp, satiny, buoyant mouthfeel. The resonant finish leads with notes of berry and citrus zest in the short, rounding to chocolate in the long, with spicy florals throughout. This coffee tied for the second-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced by Thaitu Coffee Estate from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Good Folks Coffee is a wholesale roaster based in Louisville, Kentucky. Visit www.goodfolkscoffee.com for more information. A spice-toned, floral- and fruit-driven Kenya coffee, grounded by rich chocolate notes with hints of sweet pipe tobacco.",64.70
1036,Yule Blend 2018,Medium-Light,"Crisp, sweet-savory. Mulberry, pink peppercorn, maple syrup, gardenia, cedar in aroma and cup. Crisply sweet-savory in structure; viscous, velvety mouthfeel. The rich though drying finish centers around spicy florals and berry tones in the short and notes of aromatic wood and maple syrup in the long. This coffee tied for the third-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. A blend of Kenya coffees from two different cooperatives, Kamwangi and Kainamui, both produced from trees of the SL28 and Ruiru 11 varieties of Arabica. Flight Coffee (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information. A balanced, savory-leaning and richly sweet blend of two quality coffees from Kenya, netting a vibrantly high-toned, spice-driven cup.",44.10
1037,Los Congos Pacamara Honey,Light,"Sweetly pungent, richly savory-toned. Blackberry jam, roasted cacao nib, rhododendron, sundried tomato, nougat in aroma and cup. Sweet-savory structure with crisp, floral acidity; viscous, lightly syrupy mouthfeel. The finish is sweet-toned and balanced, with lingering notes of berry and cocoa. This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Comprised entirely of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. Processed by the honey method, which means that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Los Congos, established in 1997, is an award-winning farm run by the Paguaga family, leading Nicaraguan coffee producers for several generations. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information. An umami-driven Pacamara coffee, with a throughline of berry and sundried tomato notes: sweet and savory in harmonious balance.",58.80
1038,Coffea Diversa Costa Rica Sudan Rume,Medium-Light,"Bright, crisp, deeply sweet. Honey, lilac, cedar, tea rose, mango in aroma and cup. Crisply sweet-tart structure; satiny-smooth body. Notes of mango and spice-toned florals carry the short finish, while honey lingers in the long. This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced by Ricardo and Gonzalo Hernandez entirely of beans from the rare Sudan Rume, a presumably very old variety of Arabica originally selected from wild trees growing on the Boma Plateau of Sudan, close to the border with Ethiopia. This is a wet-processed or “washed” version, meaning that the fruit skin and pulp were removed from the seeds or beans before they were dried. OQ Coffee is a New Jersey-based small-batch roasting company that emphasizes its commitment to coffee quality and community-building. Visit www.oqcoffee.com for more information. A fine introduction to a rare variety of Arabica, Sudan Rume: crisp, bright, sweetly tart.",123.50
1039,Ethiopia Banko Gotiti Natural G1,Light,"Crisp, sweetly tart. Dark chocolate, pie cherry, cedar, honey, magnolia in aroma and cup. Bittersweet in structure with crisp, citrus-like acidity; velvety mouthfeel. The finish consolidates to honey-toned stonefruit in the short and dark chocolate in the long. This coffee tied for the third-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Green Stone Coffee is a woman-owned artisan roastery in Taipei, founded in 2016 and specializing in sourcing distinctive coffees that express their individual terroirs. Visit http://www.greenstone-coffee.com.tw/en/info.html for more information. An inviting natural-processed coffee from Ethiopia: sweetly tart, fruit-forward.",84.40
1040,Panama Auromar Geisha Natural,Medium-Light,"Complex, uniquely sweet, tropical. Plumeria, roasted cacao nib, mango, sandalwood, nougat in aroma and cup. Sweetly tart structure with bright, juicy acidity; syrupy mouthfeel. The finish carries through on the promise of the cup, with rich florals in the short and deep fruit notes in the long, where a new element, a soft fruit tone suggesting coconut, surfaces. This exceptional coffee was selected as the No. 8 coffee on Coffee Review’s list of the Top 30 Coffees of 2017, and it earned the highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information. A dynamic coffee with complex aromatics that invoke the tropics—and a seemingly infinite finish, richly sweet and flavor-saturated.",161.70
1041,El Salvador Finca Kilimanjaro,Medium-Light,"High-toned, richly sweet. Strawberry guava, roasted cacao nib, lime zest, jasmine, almond in aroma and cup. Sweetly-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish is long and resonant, with lime zest and strawberry guava in the short, rounding to cocoa-toned jasmine in the deeply sweet long. This exceptional coffee was selected as the No. 16 coffee on Coffee Review’s list of the Top 30 Coffees of 2017, and it tied for the second-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Finca Kilimanjaro is an El Salvador farm named after East Africa’s highest peak by Aida Batlle, one of El Salvador’s (and Central America’s) most respected and innovative coffee producers. Finca Kilimanjaro is planted with the famous SL28 variety of Arabica, the variety that produces the finest coffees of Kenya. This a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information. A graceful, generously fruit- and floral-toned El Salvador cup with an exceptionally balanced structure and juicy acidity.",73.50
1042,Panama Elida Green Tip Gesha Natural,Medium-Light,"Spice-toned, richly sweet. Raspberry, dark chocolate, hazelnut, gardenia, bergamot in aroma and cup. Sweet, fruit-forward structure; full, satiny mouthfeel. The resonant, flavor-saturated finish is characterized by notes of rich chocolate with berry and bittersweet citrus complications. This coffee tied for the third-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced entirely from trees of the respected Catuai variety of Arabica. The Lamastus family’s Elida Estate averages the highest growing elevations in Panama: 5,500 to 8,200 feet (1,700 to 2,500 meters). This is a “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is sweeter and deeper-toned than the more familiar wet-processed coffees of Panama. Founded in 1995, Equator Coffees & Teas is a women-owned wholesale coffee roasting company that focuses on sustainability in coffee-sourcing and business practices. Visit www.equatorcoffees.com or call 800-809-7687 for more information. An elegant, richly sweet natural-processed Panama Gesha with berry and chocolate notes throughout.",326.30
1043,Gikanda Kenya,Medium-Light,"Sweetly bright, spicy and savory-edged. Orange zest, black currant, baker’s chocolate, tamarind, floral-toned vanilla, redwood in aroma and cup. Deeply bright and richly savory in structure; syrupy, lively mouthfeel. Very deep, very lasting finish, saturated with flavor: chocolate, black currant, vanilla. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Superb version of the classic sweet-savory, crisply juicy, fragrantly floral-edged Kenya cup.",56.60
1044,Panama Don Julian Pacamara,Medium-Light,"Richly sweet/tart, crisply complex. Dark chocolate, roasted cashew, pink grapefruit, sandalwood, Chinese five-spice in aroma and cup. Structure is drying but sweetly juicy; buoyant and plump in mouthfeel. Nut-toned chocolate with a hint of sandalwood and spice saturate a sweet, richly dry finish. This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Produced by Heakyung Kang Burneskis of Finca Don Julian in full rustic shade and processed by the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. This lot is comprised entirely of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information. Superb Pacamara profile, crisply dry and spicy yet deeply, lavishly juicy sweet.",110.20
1045,Kenya AB Muchoki,Medium-Light,"Crisply and sweetly tart, delicate yet confident. Peach, vanilla bean, grapefruit zest, almond, pink peppercorn in aroma and cup. Poised in structure: sweet, tart, savory. Mouthfeel is cushiony, plush. Flavor saturates a savory-edged, drying finish. Produced on the single-family Muchoki Estate from trees of the admired Bourbon-derived SL-28 variety of Arabica together with the Ruiru 11 variety. AB is the second-highest grade of Kenya coffee based on bean size and freedom from physical defects. Despite grower discontent, confusing government coffee policy and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area with a long list of recognitions and awards achieved both by the company and by key team members, like resident trainer Heather Perry, who won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend, and Klatch Wholesale Account Manager Todd Goldsworthy, two-time United States Brewers Cup winner. Visit www.klatchroasting.com or call 877-455-2824 for more information. The exciting Kenya tension between sweet and savory-tart is on display here, but a bit softer in expression perhaps, more tropical, than usual. A relaxed Kenya, authoritative yet delicate and approachable.",58.60
1046,Geisha Panama Santamaria Natural,Medium-Light,"Crisply sweet, intricate, delicately rich. Jasmine, tangerine zest, sandalwood, sweet ripe banana, roasted cacao nib in aroma and cup. Balanced, roundly and gracefully sweet/tart in structure. Light-footed and plush in mouthfeel. Flavor consolidates around jasmine, sandalwood and banana in a sweet, lasting finish. This exceptional coffee was selected as the No. 22 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha (also Geisha) variety continues to distinguish itself as one of the world’s most unique coffees. This a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. It was produced by farmer Edwin Santamaria, and took third place in the 2017 Best of Panama green coffee competition in the Geisha Natural category. Campos Coffee is committed to sourcing the finest coffees, with a focus on ethical and sustainable practices. Campos has locations in New South Wales, Victoria and Queensland, as well as Park City and Salt Lake City, Utah. For more information, visit camposcoffee.com. Both elegantly balanced and subtly grand in detail; a quietly spectacular rendition of the Gesha profile.",165.60
1047,Estate Medium Roast,Medium-Light,"Deeply sweet, delicately zesty, complexly fruit- and floral-toned. Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup. Sweetly tart in structure, with a deepening savory-bitter edge. Light, satiny mouthfeel; flavor saturates a deep, richly floral and chocolate-toned finish. Ka’u is an emerging Hawaii coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This Ka’u is produced by the Palehua Ohana Cooperative of small-holding Ka’u farmers, an organization dedicated to impeccable socio-economic and environmental practices. It was processed using the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Visit www.kauspecialtycoffee.com for more information. A coffee both classic in its crisp clarity and subtly original in its high-toned fruit and floral aromatics.",130.00
1048,Ethiopia Holy Grail Natural Yirgacheffe,Medium,"Evaluated as espresso. Crisply sweet-tart. Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup. Crisp, velvety mouthfeel; nut-toned, richly tannic finish. In cappuccino-scaled milk, invitingly bittersweet, with notes of dark chocolate and jasmine in harmony. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, produced by villagers on small, garden plots interplanted with food and other subsistence crops. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information. In the straight shot, dark chocolate and tart fruit reign; in milk, spicy floral notes wrapped in chocolate carry the day.",177.00
1049,Kenya Karinga,Medium-Light,"Sweetly tart, intense but balanced. Orange zest, red currant, tea rose, white sage, roasted cashew in aroma and cup. Brisk and savory-edged but sweet in structure; impressively buoyant, almost effervescent mouthfeel. Flavor fades to hints of sage and cashew in a sweet though drying finish. Produced by growers associated with the Karinga wet mill or washing station. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee.Visit www.amavida.com or call 850-213-1965 for more information. An intense yet accessible Kenya animated by a zesty but very sweet structure and an intriguing range of aromatics.",88.00
1050,Thailand Doi Pangkhon Espresso,Medium,"Evaluated as espresso. Sweetly bright, tartly juicy. Grapefruit zest, mango, chocolate, fresh-cut fir in aroma and small cup. Very lightly syrupy and lively in mouthfeel. Rounds in the finish and the chocolate comes forward. In three parts milk a dry, orangy chocolate dominates, crisply and pleasingly. Doi Pangkhon is an emerging growing district in the Golden Triangle region of northern Thailand. This Arabica coffee from classic cultivars was processed by a particularly meticulous version of the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. It was roasted in a style intended for both espresso and non-espresso brewing methods. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. A bright, vivid espresso: Tart citrus in front, enveloped by a softening chocolate.",49.80
1051,Ulos Batak Sumatra,Medium-Light,"Intensely rich, deeply sweet, complex. Chocolate fudge, lavender, grapefruit zest, moist perique-style tobacco, coconut-covered date in aroma and cup. Balanced, sweetly savory in structure with lively acidity; buoyant, syrupy mouthfeel. The flavor-laden finish offers chocolate-toned spicy florals in the short resolving to rich date notes with undertones of perique tobacco in the long. Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a splendid example of the potential of the type. Ulos Batak is the name applied by the cooperative exporter Klasik Beans to a premium grade of its small-producer wet-hulled coffee from the Lintong region south of Lake Toba. Lintong is one of the longest-established growing regions in Sumatra and probably the most admired. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. An intricately layered, superb Sumatra cup saturated with chocolate, spicy floral and sweet fruit notes, with gentle intimations of rich perique tobacco.",55.70
1052,Gaitania Colombia,Light,"Crisply sweet, high-toned. Maple syrup, narcissus, ripe orange, hazelnut, a hint of cardamom in aroma and cup. Gently sweet-tart structure; velvety mouthfeel. The short finish leads with attractive bittersweet orange tones; narcissus and cardamom carry the long. Produced by the Resguardo Indigena Nasa We’sx indigenous community in Gaitania, Colombia, associated with the Paez and Nasa tribes of southern Cauca. From trees of the Castillo, Caturra, Colombia and Typica varieties of Arabica. This coffee is organic and Fair Trade certified, the latter meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. It is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. An inviting and accessible Colombia cup, sweet-toned with a hint of cardamom-like spice.",46.30
1053,Blue Label La Esmeralda Porton Pascua Gesha,Medium-Light,"Richly sweet, crisply complex, spice-toned. Lilac, bergamot, white peach, caramelized walnut, sandalwood in aroma and cup. Delicate, sweetly tart, juicy in structure; crisp, satiny mouthfeel. The quietly resonant finish is flavor-saturated: stonefruit and bergamot carry the short and sandalwood-nuanced lilac notes resurface in the long. Coffee from trees of the botanical variety Gesha (also Geisha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues to be one of the world’s most sought-after coffees, and the Esmeralda versions remain among the most authentic. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information. A symphonic Gesha cup: high-toned fruit and flowers are supported by spice and aromatic wood.",264.60
1054,Auromar Gesha Natural,Light,"Delicate, crisply sweet. Dried coconut, baker’s chocolate, candied violet, cedar, nutmeg in aroma and cup. Balanced, sweet-tart structure; silky mouthfeel. The gently drying finish is carried by notes of chocolate-toned coconut in the short and cedar in the long, with a whisper of sweet candied violet. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information. A crisp, deeply sweet natural-processed Gesha cup: chocolaty, fruit-toned and floral.",176.40
1055,Haraz Special Red Yemen,Light,"Engaging, richly sweet-savory. Caramelized fig, earthy pipe tobacco, aged rum, hibiscus, cinnamon in aroma and cup. Sweetly tart structure; velvety-smooth mouthfeel. The long finish consolidates to cinnamon and caramelized fig, with a hint of aged rum. Haraz (also Haraaz, other spellings) is a celebrated coffee growing region in north-central Yemen, west of the capital of Sana’a. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient heirloom cultivars of arabica on stone-walled terraces ringing fortress-like mountaintop villages. All Yemen coffees are natural-processed, or dried in the whole fruit. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information. An attractively idiosyncratic cup from one of coffee’s ancient homelands: mildly fermenty, richly fruity-toned, with hints of earth and tobacco.",121.30
1056,Finca Merced Guatemala,Light,"Richly sweet, high-toned. Maple syrup, orange zest, roasted cacao nib, peach, cedar in aroma and cup. Sweet-tart structure; satiny mouthfeel. The resonant finish has a throughline of roasted cacao nib, accompanied by notes of peach and maple syrup in the short and orange zest and cedar in the long. Produced by the Ortega family entirely from trees of the heirloom Bourbon variety of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information. A sweetly bright, cocoa-toned Guatemala cup with engaging stone fruit and aromatic wood complications.",50.00
1057,Kenya Chorongi Peaberry,Medium-Light,"Intense, dynamic, richly sweet-savory. Passionfruit jam, baker’s chocolate, aromatic orchid, sandalwood, almond in aroma and cup. Bright, sweetly tart in structure; full, velvety mouthfeel. The resonant finish is crisply sweet, with layers of complex fruit and floral notes in the short, consolidating to baker’s chocolate and almond in the long. Produced by smallholding farmers from trees of the Ruiru 11, Batian, SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This particular sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Speckled Ax is a roaster based in Portland, Maine, specializing in high-quality certified organic and small-lot coffees. The company roasts in a vintage wood-fired Petroncini roaster with the goal of highlighting each coffee’s best attributes. Visit www.speckledax.com for more information. A classic Kenya cup: richly sweet-savory, with a complex array of fruit, floral, chocolate and aromatic wood notes at its intense and inviting heart.",58.80
1058,Honduras Los Catadores Honey,Medium-Light,"Evaluated as espresso. Deeply expressed dark chocolate, magnolia-like flowers, grapefruit zest, date, cedar in aroma and small cup. Lean, though very smooth mouthfeel; chocolate-toned finish with hints of cedar. The chocolate deepens in three parts milk, enlivened by continued suggestions of magnolia and grapefruit. Honduras, until recently a largely overlooked Central American coffee origin, has been producing increasing volumes of fine coffee over the past decade. Produced entirely from trees of the Catuai variety of Arabica and processed by the honey method, which means that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. A solid single-origin Central America espresso, chocolate-toned throughout, with pretty floral and citrus zest grace notes.",35.40
1059,Static Kenya Kavutiri,Medium-Light,"Delicate, sweetly spice-toned. Red currant, lemon verbena, baker’s chocolate, rose hips, a hint of cannabis in aroma and cup. Crisply sweet-savory structure; crisp, velvety mouthfeel. The finish is sweetly herb-toned, leading with notes of lemon verbena and red currant in the short and a sweet muskiness akin to cannabis in the long, with a throughline of baker’s chocolate. Produced by smallholding farmers from trees of the Ruiru 11, Batian, SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information. A delicate, spice-driven Kenya cup with engaging undercurrents of fruit, floral and chocolate.",73.50
1060,Honduras La Lesquinada Washed,Medium-Light,"Evaluated as espresso. Bright, zesty-sweet. Baker’s chocolate, lemon zest, black cherry, fresh-cut fir, narcissus in aroma and small cup. Crisp, velvety mouthfeel; balanced, sweetly tart finish. In three-parts milk the coffee particularly impresses: rich chocolate harmoniously envelops tart fruit and sweet floral notes. Honduras, until recently a largely overlooked Central American coffee origin, has been producing increasing volumes of fine coffee over the past decade. Produced entirely from trees of the Paraneima variety of Arabica; a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. Makes a particularly appealing espresso in cappuccino-scaled milk: chocolaty, with intense fruit and floral complication.",35.40
1061,Kenya Gicherori,Medium-Light,"Sweetly savory, layered. Rhododendron-like flowers, cinnamon, baker’s chocolate, cedar, red currant in aroma and cup. Round, savory-leaning structure; crisp, velvety mouthfeel. The quiet finish centers on notes of vanilla-like florals and baker’s chocolate, with a hint of cinnamon. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. AA is the highest grade of Kenya coffee based on freedom from physical imperfections and bean size. The WestBean is a San Diego-based roastery founded by two friends with a passion for coffee and a determination to bring their customers the highest quality hand-crafted coffee possible. Visit www.thewestbean.com or call 619-709-3232 for more information. A round, sweetly savory Kenya enlivened by the quiet intrigue of vanilla-like flowers and crisp chocolate.",70.50
1062,Ethiopia Yirgacheffe,Medium,"Richly sweet, chocolate-toned. Molasses, baker’s chocolate, lily, cedar, black peppercorn in aroma and cup. Bittersweet structure with round, gentle acidity; velvety-smooth mouthfeel. The finish is thoroughly chocolate-toned, leading with baker’s chocolate in the short complicated by deep florals and aromatic wood, rounding to cocoa powder and molasses in the long. Coffees from the Yirgacheffe region are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information. A resonant, chocolate-toned Yirgacheffe cup, deeply sweet with floral and aromatic wood undertones.",41.10
